Date,Facility Type,State,Canonical Facility Name,Pop Tested,Pop Tested Positive,Pop Tested Negative,Pop Deaths,Staff Tested,Staff Tested Positive,Staff Tested Negative,Staff Deaths,Source,Compilation,Notes
2020-04-18,State Prisons,Georgia,Coastal Transitional Center,,,,,,,,,,,
2020-04-18,State Prisons,Texas,Estes Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Georgia,Clayton Transitional Center,,1,,,,2,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-18,State Prisons,Georgia,Lee Arrendale State Prison,,1,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,William G. McConnell Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Virginia,Coffeewood Correctional Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,North Carolina,Foothills Correctional Institution,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Alabama,Camden Work Release Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,North Dakota,North Dakota State Penitentiary,,0,15,0,,,,,https://www.docr.nd.gov/covid-19-information,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Georgia,Coastal State Prison,,7,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Marlin Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Pam Lychner State Jail,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Kansas,Wichita Work Release Facility,,1,,,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Idaho,Idaho Falls Community Work Center,,,,,,,,,,,
2020-04-18,State Prisons,Florida,Columbia Correctional Institution,,0,9,0,,2,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Louisiana,Dixon Correctional Institute,,1,,0,,5,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,South Carolina,Turbeville Correctional Institution,,0,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,South Carolina,Broad River Correctional Institution,,0,,0,,9,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Washington,Cedar Creek Corrections Center,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Montford Psychiatric Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Florida,Gadsden Correctional Facility,,0,1,,,3,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,Private
2020-04-18,State Prisons,Texas,O.L. Luther Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Arizona,Arizona State Prison Complex – Safford,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Delaware,Delores J. Baylor Women's Correctional Institution,,0,,,,1,,,https://doc.delaware.gov/views/covid19.blade.shtml,Recidiviz,
2020-04-18,State Prisons,Florida,Holmes Correctional Institution,,0,0,0,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Georgia,GDCP Special Management Unit,,1,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,South Carolina,Tyger River Correctional Institution,,0,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Michigan,Carson City Correctional Facility,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Pennsylvania,State Correctional Institution – Muncy,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Ohio,Richland Correctional Institution,,0,,0,,0,,0,https://drc.ohio.gov/,Recidiviz,
2020-04-18,State Prisons,Virginia,Sussex I State Prison,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,North Carolina,Randolph Correctional Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,South Carolina,Kirkland Correctional Institution,,0,,0,,2,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Virginia,Bland Correctional Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Florida,Lowell Correctional Institution,,0,2,0,,2,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Florida,Santa Rosa Correctional Institution,,0,3,0,,2,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Florida,Avon Park Correctional Institution,,0,0,0,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Georgia,Calhoun State Prison,,0,,0,,8,,1,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Ohio,Lake Erie Correctional Institution,,0,,0,,0,,0,https://drc.ohio.gov/,Recidiviz,
2020-04-18,State Prisons,Alabama,Mobile Work Release Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,South Carolina,Trenton Correctional Institution,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Florida,Hamilton Correctional Institution Annex,,,,,,,,,,,
2020-04-18,State Prisons,Virginia,Lawrenceville Correctional Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Michigan,Detroit Reentry Center,,16,,2,,13,,1,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Louisiana,Allen Correctional Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Ellis Unit,,0,,0,,1,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Florida,Jackson Correctional Institution,,0,0,0,,3,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Texas,Bradshaw State Jail,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Washington,Washington Corrections Center for Women,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,North Dakota,Missouri River Correctional Center,,0,8,0,,,,,https://www.docr.nd.gov/covid-19-information,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Louisiana,Louisiana State Penitentiary,,23,,0,,27,,1,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Illinois,Stateville Correctional Center,,122,,5,,70,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Florida,"Central Florida Reception Center (CFRC, combined)",,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Alabama,Hamilton Aged & Infirmed,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Georgia,Colwell Probation Detention Center,,,,,,,,,,,
2020-04-18,State Prisons,North Carolina,Tabor Correctional Institution,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Virginia,Rustburg Correctional Unit,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Ohio,Northeast Ohio Correctional Center,,0,,0,,1,,0,https://drc.ohio.gov/,Recidiviz,
2020-04-18,State Prisons,North Carolina,Dan River Prison Work Farm,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Florida,Lancaster Correctional Institution,,0,2,0,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,New Hampshire,New Hampshire Correctional Facility for Women,,0,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Florida,Wakulla Correctional Institution,,0,0,0,,3,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Florida,Martin Correctional Institution,,1,4,0,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Texas,Renaldo V. Lopez State Jail,,2,,0,,1,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Alabama,Easterling Correctional Facility,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Michigan,Parnall Correctional Facility,,164,,5,,66,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Alabama,Elmore Correctional Facility,,0,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Minnesota,Togo Juvenile,,,,,,,,,,,
2020-04-18,State Prisons,Louisiana,David Wade Correctional Center,,0,,0,,3,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Washington,Mission Creek Corrections Center for Women,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Georgia,Valdosta Transitional Center,,,,,,,,,,,
2020-04-18,State Prisons,Iowa,Iowa Correctional Institution for Women,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Michigan,Newberry Correctional Facility,,1,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Virginia,Halifax Correctional Unit,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,John B. Connally Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Virginia,Fluvanna Correctional Center for Women,,0,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Illinois,Danville Correctional Center,,0,,,,1,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,North Carolina,Pamlico Correctional Institution,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,Federal Prisons,Michigan,"Federal Correctional Institution, Milan",,23,,0,,33,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-18,State Prisons,New Jersey,Northern State Prison,,20,,1,,69,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Alabama,Holman Correctional Facility,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Arizona,Arizona State Prison Complex – Phoenix,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Alabama,Frank Lee Youth Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Nevada,Ely State Prison,,0,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Ohio,North Central Correctional Complex,,5,,0,,2,,0,https://drc.ohio.gov/,Recidiviz,
2020-04-18,State Prisons,Illinois,Fox Valley Adult Transition Center,,4,,,,7,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Kansas,Kansas Juvenile Correctional Complex,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Ohio,Southern Ohio Correctional Facility,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Rufus H. Duncan Geriatric Facility,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Pennsylvania,State Correctional Institution – Pine Grove,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Ohio,Pickaway Correctional Institution,,202,,5,,64,,0,https://drc.ohio.gov/,Recidiviz,
2020-04-18,State Prisons,Ohio,London Correctional Institution,,0,,0,,0,,0,https://drc.ohio.gov/,Recidiviz,
2020-04-18,State Prisons,Florida,Charlotte Correctional Institution,,0,0,0,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,North Carolina,Pender Correctional Center,,2,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Delaware,Plummer Community Corrections Center,,0,,,,1,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Iowa,North Central Correctional Facility,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Mark W. Stiles Unit,,0,,0,,1,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Willacy County State Jail,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,Federal Prisons,Oklahoma,Great Plains Correctional Facility (Private Federal Prison),,,,,,,,,,,
2020-04-18,State Prisons,New Hampshire,Northern New Hampshire Correctional Facility,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,Federal Prisons,Oklahoma,"Federal Transfer Center, Oklahoma City",,2,,0,,0,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-18,State Prisons,Illinois,Stateville NRC,,1,,,,31,,,,UCLA Law Behind Bars,
2020-04-18,Federal Prisons,Georgia,"United States Penitentiary, Atlanta",,0,,0,,1,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-18,State Prisons,Texas,French M. Robertson Unit,,2,,0,,4,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Georgia,Long Unit,,,,,,,,,,,
2020-04-18,State Prisons,Texas,Crain Unit,,0,,0,,1,,,,UCLA Law Behind Bars,
2020-04-18,Federal Prisons,New Mexico,Otero County Prison Facility,,,,,,,,,,,
2020-04-18,State Prisons,Florida,Liberty Correctional Institution,,0,1,0,,1,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Michigan,Saginaw Correctional Facility,,1,,0,,2,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Georgia,Pulaski State Prison,,,,,,,,,,,
2020-04-18,State Prisons,Michigan,Gus Harrison Correctional Facility,,8,,0,,3,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Oregon,"Two Rivers Correctional Institution, Umatilla",,0,,,,0,,,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,Recidiviz,
2020-04-18,State Prisons,Florida,Calhoun Correctional Institution,,0,0,0,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Arizona,Arizona State Prison Complex – Tucson,,1,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Virginia,Virginia Correctional Center for Women,,24,,1,,34,,0,,UCLA Law Behind Bars,
2020-04-18,Federal Prisons,Alabama,"Federal Correctional Institution, Talladega",,0,,0,,4,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-18,Federal Prisons,New Jersey,"Federal Correctional Institution, Fairton",,0,,0,,1,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-18,Federal Prisons,California,Taft Correctional Institution,,,,,,,,,,,
2020-04-18,State Prisons,New Hampshire,New Hampshire State Prison for Men,,0,,0,,5,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Wisconsin,Columbia Correctional Institution,,2,,,,4,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Dolph Briscoe Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Ohio,Trumbull Correctional Institution,,1,,0,,0,,0,https://drc.ohio.gov/,Recidiviz,
2020-04-18,State Prisons,South Carolina,Goodman Correctional Institution,,0,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Oregon,"Mill Creek Correctional Facility, Salem",,0,,,,0,,,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,Recidiviz,
2020-04-18,State Prisons,Virginia,Marion Treatment Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Florida,Lowell Annex,,,,,,,,,,,
2020-04-18,State Prisons,Texas,Byrd Unit,,4,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Florida,"South Florida Reception Center, South Unit",,0,12,,,5,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,Recidiviz,
2020-04-18,State Prisons,Texas,Coffield Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,North Carolina,Sampson Correctional Institution,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,North Carolina,Maury Correctional Insititution,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Louie C. Powledge Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Fabian Dale Dominguez State Jail,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Ruben M. Torres Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Florida,Reception and Medical Center,,0,3,0,,0,,,http://www.dc.state.fl.us/comm/covid-19.html#testing,"UCLA Law Behind Bars,Recidiviz",
2020-04-18,State Prisons,Texas,Walker Sayle Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Billy Moore Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Pennsylvania,State Correctional Institution – Retreat,,0,,0,,3,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Washington,Clallam Bay Corrections Center,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Oregon,"Santiam Correctional Institution, Salem",,4,,,,6,,,https://www.oregon.gov/doc/covid19/Pages/covid19-tracking.aspx,Recidiviz,
2020-04-18,State Prisons,Florida,Graceville Correctional Facility,,0,0,,,,,,N/A,Recidiviz,Private
2020-04-18,State Prisons,North Carolina,Franklin Correctional Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Arizona,Arizona State Prison Complex – Perryville,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Georgia,Metro Reentry Facility,,2,,0,,5,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Clemens Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Hospital Galveston,,21,,0,,5,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Georgia,Atlanta Transitional Center,,1,,,,0,,,http://www.gdc.ga.gov/content/cases,Recidiviz,
2020-04-18,State Prisons,Michigan,Duane Waters Health Center,,18,,1,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Virginia,Haynesville Correctional Center,,5,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Alabama,Elba Work Release Center,,0,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Wisconsin,Milwaukee Secure Detention Facility,,0,,,,6,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Ohio,Hocking Correctional Facility,,,,,,,,,,,
2020-04-18,State Prisons,Georgia,Smith Transitional Center,,,,,,,,,,,
2020-04-18,State Prisons,Illinois,Pontiac Correctional Center,,1,,,,3,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Iowa,Anamosa State Penitentiary,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Ohio,Ross Correctional Institution,,0,,0,,0,,0,https://drc.ohio.gov/,Recidiviz,
2020-04-18,State Prisons,North Carolina,Morrison Correctional Institution,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,North Carolina,Piedmont Correctional Institution,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,Federal Prisons,Connecticut,"Federal Correctional Institution, Danbury",,30,,,,41,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-18,State Prisons,North Carolina,Johnston Correctional Institution,,3,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,North Carolina,Neuse Correctional Institution,,237,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Illinois,Sheridan Correctional Center,,11,,,,5,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Alabama,William E. Donaldson Correctional Facility,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,"T.L. Roach, Jr. Unit",,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Kansas,Hutchinson Correctional Facility,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,North Carolina,North Carolina Correctional Institution for Women,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Delaware,Morris Community Corrections Center,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Idaho,St. Anthony Work Camp,,,,,,,,,,,
2020-04-18,Federal Prisons,Arizona,"United States Penitentiary, Tucson",,0,,0,,1,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,
2020-04-18,State Prisons,Georgia,Baldwin State Prison,,10,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Ernestine Glossbrenner Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Alabama,Limestone Correctional Facility,,0,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Delaware,Howard R. Young Correctional Institution,,0,,,,3,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Allan B. Polunsky Unit,,0,,0,,1,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Idaho,Correctional Alternative Placement Program,,,,,,,,,,,
2020-04-18,State Prisons,Michigan,Bellamy Creek Correctional Facility,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Iowa,Fort Dodge Correctional Facility,,0,,,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,South Carolina,Lieber Correctional Institution,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Pennsylvania,State Correctional Institution – Camp Hill,,0,,0,,2,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Minnesota,Togo (CIP),2,0,2,0,,,,,https://mn.gov/doc/about/covid-19-updates/,Recidiviz,
2020-04-18,State Prisons,New Jersey,Central Reception and Assignment Facility,,0,,0,,22,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Virginia,Baskerville Correctional Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Alabama,Bullock Work Release Center,,1,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Texas,Ellen Halbert Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Nebraska,Nebraska State Penitentiary,,0,,0,,1,,0,,UCLA Law Behind Bars,
2020-04-18,Federal Prisons,Texas,"Federal Medical Center, Fort Worth",,2,,0,,2,,0,https://www.bop.gov/coronavirus/index.jsp,Recidiviz,Tiger King is in here haha
2020-04-18,State Prisons,Texas,Jerry H. Hodge Unit,,0,,0,,0,,,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Alabama,Hamilton Work Release Center,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Georgia,Emanuel Women's Facility,,,,,,,,,,,
2020-04-18,State Prisons,Michigan,Women's Huron Valley Correctional Facility,,61,,2,,17,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,South Carolina,Leath Correctional Institution,,0,,0,,0,,0,,UCLA Law Behind Bars,
2020-04-18,State Prisons,Kansas,Winfield Correctional Facility,,0,,,,0,,,,UCLA Law Behind Bars,
